,user_id,loneliness_binary,satisfaction_with_life,foodbank,neighbours,close_family_or_friends,community_or_faith_group,worry_about_rent_payment,working_full_time,working_part_time,unemployed,retired,not_working_house_or_child,not_working_sick_or_disabled,student,added_food_listings,imd_decile,added_non_food_listings,msoa_usage,listing_rank,added_comments,added_stories,received_likes_comments,received_likes_stories,received_comments,given_ratings,received_ratings,donated_food_listings,donated_non_food_listings,number_of_conversations,messages_count,max_requests_month,monthly_burstiness,max_requests_month_food,max_requests_month_non_food,imd_score,income_score,employment_score,education_score,health_score,crime_score,barriers_score,living_environment_score,income_deprivation_affecting_children_score,income_deprivation_affecting_older_score,children_young_people_score,adult_skills_score,geographical_barriers_score,wider_barriers_score,indoors_score,outdoors_score,income_decile,employment_decile,education_decile,health_decile,crime_decile,barriers_decile,living_environment_decile,uc_claimants_22_pop,pc_of_pupils_taking_fsm,pct_16to24,pct_25to49,pct_50to64,pct_over65,pop_density,pct_other_lone_parent_children,pct_non_white,closeness_centrality,betweenness_centrality,degree_centrality,clustering,pagerank,dst_bus_coach_ts,dst_bus_coach_stop_street,dst_tram_metro_underground_access,dst_tram_metro_underground_platform,dst_railway_access,Population ,Average population per park or public garden or playing field,Number of flats within built up area,Number of flats in built up area with gardens,Average garden size for flats in built up area,Number of houses within built up area,Number of houses in built up area with gardens,Average garden size for houses in built up area ,embeddedness_score,gender_Female,gender_Male,gender_Non binary/ other,gender_Prefer not to say,illness_No,illness_Prefer not to say,illness_Yes,household_composition_Living on my own (NO children or children have left home),household_composition_Living on my own WITH children under 18,"household_composition_Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)","household_composition_Living with other adults that are non-family members, such as friends/ flatmates",household_composition_Living with partner/ spouse (NO children or children have left home),household_composition_Living with partner/ spouse/ older relative WITH children under 18,neighbourhood_comparison_Better,neighbourhood_comparison_Much better,neighbourhood_comparison_Much worse,neighbourhood_comparison_The same,neighbourhood_comparison_Worse,turn_to_friends_and_family_Not at all,turn_to_friends_and_family_To a large extent,turn_to_friends_and_family_To some extent,pre_payment_Don't know,pre_payment_No,pre_payment_Yes,fuel_security_label_High fuel-security,fuel_security_label_Low fuel-security,fuel_security_label_Marginal fuel-security,fuel_security_label_Very low fuel-security,household_food_security_label_High food-security,household_food_security_label_Low food-security,household_food_security_label_Marginal food-security,household_food_security_label_Very low food-security,house_desc_Buying the house on a mortgage,house_desc_Living in a night shelter/ hostel,house_desc_Living in rented accommodation arranged by the Local Authority,house_desc_Living in rented accommodation from Housing Association,house_desc_Living in student accommodation/ student halls,house_desc_Owning the house outright,house_desc_Renting from private landlord,house_desc_Temporarily living with friends and/ or family while attempting to find permanent accommodation,epc_rating_A,epc_rating_B,epc_rating_C,epc_rating_D,epc_rating_Don't know,epc_rating_E,epc_rating_F,epc_rating_G,worry_about_energy_payment_1 or 2 months,worry_about_energy_payment_Almost every month,worry_about_energy_payment_Never,worry_about_energy_payment_Some months but not every month,"income_range_Less than Â£14,900 p.a.","income_range_More than Â£58,900 p.a.",income_range_Prefer not to say,"income_range_Â£14,901- Â£24,300 p.a.","income_range_Â£24,301- Â£37,900 p.a.","income_range_Â£37,901- Â£58,900 p.a.",isolation_Hardly ever or never,isolation_Often,isolation_Some of the time,lack_companionship_Hardly ever or never,lack_companionship_Often,lack_companionship_Some of the time
1776,4536903,0,8,0,0,0,0,3,0,1,0,0,0,0,0,704,6,0,4,4,0,0,0,0,0,72,57,749,0,587,2047,50,16.67924528,50,1,16.332,0.096,0.064,3.022,-0.716,0.759,25.977,35.805,0.141,0.171,-0.661,0.118,-1.583,3.644,0.357,1.364,6,7,10,8,2,4,2,0.084642056,0.197820163,9.555374261,46.36956965,14.18519274,11.70711809,4917.830496,12.6,26.7,0.150355404,0.000557656,0.002865789,0.030148483,0.000292137,9882.286309,17319.51341,203.7837938,329.8643057,180.6629971,9707,18532.17,2730,1841,164.09,1666,1602,91.99,8.64E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1777,6541088,1,7,0,0,0,0,3,0,0,0,0,1,0,0,0,4,3,4,2,1,0,3,0,0,1,1,0,1,2,5,0,0,0,0,23.374,0.131,0.1,9.463,-0.033,0.555,30.952,39.251,0.157,0.275,0.055,0.147,-0.702,4.081,0.385,1.593,4,4,7,6,3,2,2,0.104781753,0.167279412,10.79078384,53.69920111,12.4696075,7.027903207,10630.80933,14.6,38.6,0.127188882,4.40E-08,0.000114632,0.05,1.18E-05,10037.85559,19187.90283,993.6627157,1025.525739,720.610977,8528,19108.62,3393,2608.23,271.75,841,826,137.87,5.73E-06,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1778,4597270,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,5,4,0,0,59,143,7,0.725,7,5,28.631,0.12,0.061,15.734,-0.128,1.053,41.651,61.194,0.227,0.273,0.44,0.192,-0.185,4.91,1.183,1.716,5,7,6,6,1,1,1,0.13970438,0.27965436,10.46931408,53.26612629,11.9678496,6.866017301,10384.81142,19.4,53.2,0,0,0.000343895,0.038095238,8.72E-06,9971.237007,18464.08026,386.2156367,359.5825836,252.9420609,14317,16538.06,6494,3241.01,162.6,1103,1076,121.98,1.31E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1779,6012444,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,4,73,3,4,0,0,0,0,0,22,17,0,43,39,169,1,0,0,1,26.287,0.164,0.113,7.289,0.131,0.344,40.592,31.78,0.173,0.308,-0.449,0.226,0.259,4.081,0.179,1.284,3,4,8,5,4,1,3,0.121323967,0.218556701,8.179545184,43.06465055,16.88296226,12.13239671,10803.83209,18.5,40.6,0.142827211,5.34E-05,0.000664863,0.075123153,5.17E-05,11649.50863,18566.49305,1986.033649,1989.371203,123.9224336,8454,16490.74,2576,2217,181.93,1368,1345,131.73,4.99E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1780,1770336,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,3,2,0,0,0,0,0,1,1,0,1,10,35,0,0,0,0,18.198,0.128,0.071,9.598,-0.495,0.134,37.345,21.187,0.16,0.18,-0.153,0.223,0.457,3.013,-0.648,1.197,4,6,7,8,5,1,5,0.083158096,0.087597217,8.143758364,37.95641369,15.627987,14.98757408,4149.916249,18.8,29.1,0.140748524,0,0.000229263,0.022222222,1.45E-05,7049.232174,18601.53147,2669.695324,2655.136232,621.4762049,10143,6597.23,2929,1910,381.83,2282,2246,260.3,5.09E-06,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1781,2420910,1,5,1,0,0,0,1,0,0,0,0,0,0,0,2,3,5,2,4,0,0,0,0,0,10,9,2,3,110,321,25,4.676923077,25,4,31.507,0.183,0.108,17.82,0.12,0.532,50.47,31.777,0.196,0.376,-0.107,0.333,-0.798,6.788,-0.15,1.654,3,4,5,5,3,1,3,0.138080679,0.212232244,12.21027715,37.97218661,15.34668113,8.955518296,12058.5806,26.8,70.3,0.125523237,2.93E-05,0.000733642,0.116396761,5.02E-05,11569.67109,9850.781433,775.0425343,780.0359673,1809.064783,10208,22105.32,1039,852.36,205.79,2113,2108,80.44,8.54E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1782,3581832,0,9,0,0,0,0,3,1,0,0,0,0,0,0,1,9,28,3,4,0,0,0,0,0,19,16,1,21,31,109,1,0,0,1,8.388,0.029,0.023,0.381,-0.935,0.202,21.884,37.871,0.028,0.079,-1.715,0.1,-0.58,2.32,0.479,1.341,10,10,10,9,5,5,2,0.062484028,0,8.625095834,38.15486839,18.98798876,13.17403527,8839.80051,8.6,23.4,0.143627075,0,0.000779495,0.028520499,7.07E-05,10382.72751,13118.92277,633.8247314,594.9539677,1711.182394,8021,14156.3,1363,1058.22,160.05,2070,2057,101,2.22E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1783,4609895,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3,27,3,4,7,3,5,16,3,35,30,0,16,65,255,11,1.21875,7,5,30.644,0.194,0.12,14.814,0.876,0.21,33.901,34.981,0.261,0.298,0.116,0.261,-0.689,4.468,0.55,0.97,3,3,6,2,5,2,2,0.155937176,0.259231349,8.974801519,44.64963756,16.00793925,11.12357611,11747.95284,13.9,45.5,0.129658799,0.000173344,0.001260947,0.07648248,4.44E-05,6203.488229,16075.64041,938.8975985,783.7229851,919.3909782,11321,14723.09,3777,2382,209.66,1755,1740,112.42,9.64E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1784,5325387,1,8,0,0,1,0,3,0,1,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,3,11,1,0,0,1,24.463,0.148,0.112,6.797,0.236,0.304,31.268,37.503,0.137,0.279,-0.479,0.221,-1.202,4.339,0.386,1.447,4,4,8,4,4,2,2,0.167877629,0.306573276,9.713193117,40.43339707,15.55130656,10.61822817,9849.989867,21.4,52,0,0,6.88E-05,0.333333333,8.72E-06,10082.40397,13594.52469,1184.419186,1176.650849,424.2738704,7778,4648.58,3707,2635,164.21,509,503,115.5,2.29E-05,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1785,6016145,0,7,1,0,0,1,3,0,0,1,0,0,0,0,0,2,18,2,4,0,0,0,0,0,18,22,0,3,171,521,45,20.70281124,23,26,33.943,0.224,0.136,21.848,0.362,0.652,41.262,27.524,0.247,0.4,0.246,0.331,-0.782,5.379,0.235,0.832,2,3,4,4,3,1,4,0.162562881,0.250569476,9.849086577,43.61486188,14.28823581,7.810431559,14877.00236,27,61,0.141531847,0.000749913,0.002223853,0.042033971,0.000121611,6478.039174,14942.58743,639.4983529,663.0132483,630.2071622,11327,38256.04,3572,2441,149.59,1414,1402,102.29,9.35E-05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1786,6017699,0,9,0,0,0,0,1,0,1,0,0,0,0,0,338,4,19,2,4,0,0,0,0,0,51,39,361,15,286,955,14,3.333333333,12,2,21.609,0.135,0.108,11.185,-0.868,0.071,43.196,18.134,0.135,0.199,-0.282,0.27,0.462,3.999,-0.458,0.794,4,4,7,9,5,1,6,0.091799055,0.190556492,10.01288106,34.52984113,17.23486475,14.42679261,6488.921034,18.8,42,0.145044729,0.000210635,0.001558989,0.058073031,0.000131019,14503.41579,25498.69944,1658.184662,1672.115547,1957.12872,11577,21628.7,1314,793,274.08,2750,2707,228.72,9.05E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1787,385306,0,8,0,0,0,0,3,1,0,0,0,0,0,0,87,4,0,4,4,0,0,0,0,0,34,26,111,0,141,377,1,0,0,1,21.709,0.092,0.066,5.123,-0.103,0.768,24.2,62.665,0.124,0.265,-0.354,0.126,-1.212,3.251,1.069,2.076,6,7,9,6,2,4,1,0.085066579,0.347826087,8.374601078,57.62077693,13.11764059,7.395179927,15557.16177,11.9,36.8,0.146221026,1.73E-07,0.001169242,0.034901961,4.12E-05,8769.572109,15500.63295,1185.262808,1176.533909,983.3208062,9045,42762.99,2919,2471,95.93,1058,1047,86.12,4.08E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1788,5616558,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,18.625,0.123,0.111,6.551,-0.467,-0.123,34.331,16.54,0.113,0.152,-0.596,0.23,-0.018,3.733,-0.165,0.298,5,4,8,7,6,2,6,0.071952596,0.097451274,7.646726862,32.53386005,19.00395034,20.35835214,3034.354839,16.3,44.6,0,0,4.59E-05,0,8.72E-06,6191.163061,24102.86232,1007.548774,965.9235344,2265.628601,7122,6971.21,1219,704,318.42,1792,1755,399.76,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1789,2713926,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,2,0,0,0,0,0,3,4,0,3,8,33,0,0,0,0,13.567,0.124,0.054,5.168,-1.42,0.035,22.127,33.509,0.2,0.137,-0.333,0.114,-0.852,2.671,0.336,1.209,5,8,9,10,5,5,3,0.071221696,0,7.66192733,40.78462349,15.86361243,14.38915219,19840.59675,14.5,33.4,0.131548074,0,0.000160484,0,1.33E-05,3080.269376,19920.11878,472.2766715,468.4006754,1013.345201,7577,34616.49,2610,1273,305.76,479,426,93.93,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1790,4723753,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,7,2,0,2,21,45,7,2.777777778,7,1,34.906,0.221,0.148,32.785,0.326,0.232,40.417,30.76,0.298,0.21,0.65,0.381,-0.398,4.983,0.189,1.185,2,3,3,4,4,1,3,0.167178119,0.228772309,9.219479653,37.85190127,17.5850567,8.859239493,4330.030715,29.5,52.9,2.29E-05,1.63E-07,0.000183411,0,9.02E-06,10272.25081,20356.40901,1733.236618,1709.203473,454.3780849,7445,8643.56,2123,1457,208.78,1108,1099,154.95,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1791,491019,0,9,0,0,0,0,3,1,0,0,0,0,0,0,6,3,18,4,3,0,0,0,0,0,9,9,5,13,28,141,0,0,0,0,26.689,0.194,0.103,19.695,0.129,0.289,35.089,26.258,0.261,0.524,-0.388,0.378,-0.845,4.699,-0.116,1.19,3,4,5,5,4,2,4,0.162609261,0.411896745,13.75424402,46.30499169,10.48183197,5.013364155,20739.86385,20.1,65.2,0.143772538,0,0.000710716,0.019354839,3.64E-05,7599.355871,13493.4738,567.540392,526.2769461,1652.935801,13597,8663.03,4861,3769.22,113.92,319,312,80.71,1.38E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1792,545411,0,8,0,0,1,0,3,1,0,0,0,0,0,0,1,2,2,3,2,0,0,0,0,0,1,1,1,1,8,28,0,0,0,0,37.455,0.248,0.142,17.488,0.31,0.755,42.079,42.834,0.296,0.25,-0.083,0.327,-0.476,5.243,0.862,0.998,2,3,5,4,2,1,2,0.192097027,0.208736349,9.301643192,37.35328638,17.58607199,11.04264476,6997.08455,28.4,63.5,0.149670978,2.41E-06,0.000573158,0.03,2.96E-05,7488.623212,14995.06932,1576.647797,1568.120372,1618.88874,10206,7966.27,2685,2165,196.97,1876,1866,107.85,1.72E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1793,6037766,0,6,0,0,1,0,3,0,0,0,0,0,1,0,16,2,277,4,4,12,3,20,44,39,120,82,7,185,397,1491,26,8.246153846,21,5,36.941,0.252,0.165,29.383,0.608,0.79,29.158,26.551,0.221,0.522,-0.387,0.465,-0.835,3.92,-0.943,1.73,2,2,3,3,2,3,4,0.162609261,0.411896745,13.75424402,46.30499169,10.48183197,5.013364155,20739.86385,20.1,65.2,0.170402351,0.000904668,0.004929158,0.035658375,0.000170359,7351.733952,13686.96177,756.4010383,748.7634214,1601.521212,13597,8663.03,4861,3769.22,113.92,319,312,80.71,0.000175766,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1794,4790971,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,3,4,0,0,0,0,0,30,25,0,2,172,407,62,23.76949153,46,16,32.198,0.183,0.164,13.3,0.459,0.502,31.21,41.369,0.161,0.255,-0.035,0.265,-1.51,4.387,0.56,1.478,3,2,6,3,3,2,2,0.141772891,0.11083622,8.913106938,44.3611949,16.11365184,7.755181473,8865.754399,19.3,57.1,4.59E-05,2.65E-08,0.001100463,0.019060284,8.80E-06,10543.26065,20561.51538,2693.944595,2746.37766,387.6465635,9963,18835.53,3492,2504.98,166.19,1381,1340,108.99,2.10E-05,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1795,6038179,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,4,4,0,0,0,0,0,37,35,0,0,161,791,61,42.88235294,2,59,27.096,0.208,0.147,7.493,-0.125,-0.093,30.992,34.777,0.274,0.311,-0.276,0.201,-0.007,3.093,0.291,1.37,2,3,8,6,6,2,2,0.066319118,0.083700441,9.665840526,55.43970601,11.25544825,9.751303307,16926.93234,9.8,29.7,0,0,0.002544821,0.008517609,8.72E-06,4733.185298,20190.33436,464.7907462,424.4195047,241.3835077,11240,21291.87,4715,3623,127.11,480,459,89.01,2.17E-05,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1796,515682,1,5,0,1,0,0,4,0,0,0,0,0,0,1,6,8,23,4,4,0,0,0,0,0,20,14,5,9,98,413,11,3.4,4,7,9.047,0.063,0.042,3.466,-1.806,-0.709,23.893,34.612,0.09,0.113,-0.603,0.129,-1.064,3.133,0.305,1.339,8,9,9,10,9,4,2,0.05087227,0.039473684,7.929730389,46.33402464,16.4206417,15.07868732,7657.778564,8.9,20.6,0.156521326,0.000129663,0.001375579,0.03559322,5.25E-05,6610.071273,14296.20826,1810.143453,1851.120588,1073.38163,8075,27635.2,3686,1562,97.27,429,424,79.64,4.90E-05,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1797,6044049,0,7,1,0,1,1,4,0,1,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,2,1,0,0,77,80,21,6.018018018,21,1,25.684,0.152,0.083,14.096,0.152,0.34,32.096,50.036,0.339,0.341,0.315,0.196,-1.128,4.445,0.428,2.377,4,5,6,5,4,2,1,0.068575832,0.330942623,28.11095415,45.22280724,11.16604597,5.63760113,16753.10098,10.9,30.9,0,0,4.59E-05,0.5,8.72E-06,1780.567256,17070.52764,553.7022644,502.7640641,881.7871263,15138,6387.6,7157,2059.56,85.18,241,201,42.11,2.30E-05,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1798,3442193,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,22.434,0.151,0.108,3.61,-0.338,0.364,23.401,47.262,0.196,0.259,-1.03,0.207,-0.837,2.908,0.469,2.056,4,4,9,7,4,4,1,0.076621764,0.27593819,14.79889176,41.9031241,16.0886596,10.79583453,19176.12675,15.9,32.1,0,0,2.29E-05,0,8.72E-06,1876.312801,18692.75197,579.5863577,569.8449448,334.6280703,10236,13749.72,3567,2404.18,143.76,405,395,106.51,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1799,5796741,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,5,61,2,4,0,0,0,0,0,23,20,0,39,50,161,2,0.333333333,0,2,19.425,0.138,0.099,17.809,-0.426,0.277,26.331,16.989,0.178,0.153,-0.327,0.354,-0.23,2.688,-0.125,0.291,4,4,5,7,4,4,6,0.083610248,0.086614173,9.282881338,37.96762783,18.59792046,12.3807482,3159.723853,19.1,35.3,0.130368409,1.91E-05,0.000527305,0.07312253,5.20E-05,14822.26966,1480.231385,7484.811633,7493.095296,1126.331722,9075,8238.63,871,531,147.41,2567,2556,165.86,3.86E-05,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1800,5076044,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,3,15,3,4,0,0,0,0,0,18,15,1,15,36,114,5,0.884615385,0,5,26.698,0.167,0.141,17.264,0.354,0.38,28.24,22.688,0.243,0.142,0.156,0.29,0.166,2.056,-0.031,0.769,3,3,5,4,4,3,5,0.08468849,0.078089633,7.581837381,32.48152059,20.46462513,18.54276663,4857.375904,13.9,16.3,0.12252453,4.22E-05,0.000664863,0.095533499,2.87E-05,6995.334069,6476.072138,5116.205154,5106.98636,1666.20199,9470,7960.96,1158,872,293.54,3050,2995,182.23,6.35E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1801,1868590,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,5,12,3,3,0,0,0,0,0,5,5,0,9,12,38,0,0,0,0,21.164,0.145,0.116,10.552,-0.222,0.582,23.149,23.031,0.13,0.21,-0.23,0.253,-0.23,2.01,-0.115,0.908,4,4,7,6,3,4,4,0.055555556,0.072295248,8.261183261,35.97582973,18.93037518,13.51010101,4515.071727,12.2,16,0.142686222,0,0.000527305,0.043478261,4.42E-05,8050.527081,6055.515655,4564.448896,4570.264832,335.9623731,11150,24618.07,1179,973,195.7,3269,3221,158.11,2.29E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1802,2635039,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,2,3,0,0,0,0,0,12,9,0,7,22,81,2,0.222222222,0,2,7.292,0.048,0.041,2.894,-1.062,-0.051,20.066,23.373,0.053,0.096,-0.717,0.134,-1.108,2.393,-0.284,1.113,9,9,10,9,6,6,4,0.04715248,0.07971864,11.19762051,33.50538011,19.96325781,15.52795031,4169.928802,9,11.4,0.135595998,8.54E-05,0.000504379,0.07826087,3.22E-05,11621.87942,3055.929058,5480.725727,5483.450157,22.46581466,11510,17768.66,2746,1931.59,380.43,2198,2167,217.75,3.95E-05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1803,3037140,1,5,0,0,1,0,3,0,0,0,0,1,0,0,2,8,59,2,4,0,0,0,0,0,27,24,1,24,115,500,13,3.133333333,0,13,9.449,0.065,0.046,2.499,-0.991,0.168,23.35,23.522,0.062,0.114,-0.984,0.169,0.274,0.644,-0.283,1.126,7,8,10,9,5,4,4,0.032185629,0.064448189,6.499500998,34.35628743,19.0743513,17.35279441,4567.981081,8.5,17.8,0.144389392,0.000359332,0.001604842,0.040803645,8.24E-05,13760.4614,5876.331037,2300.177577,2299.70978,802.6094104,7994,7152.35,1405,1176,264.16,2011,1995,278.05,6.55E-05,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
